Model loaded successfully from 'datasets/dummy15.txt'
T=10.0, cost=3005800.358476538
	t=4985.3	PUB ->  (379) t=5330.2
	t=5330.2	(379) ->  (405) t=5736.9
	t=5736.9	(405) ->  (183) t=6304.9
	t=6304.9	(183) ->  (453) t=6965.0
	t=6965.0	(453) ->  (11) t=7568.4
	t=7568.4	(11) ->  PUB
Bus 23
	t=7998.0	PUB ->  (15) t=8801.0
	t=8801.0	(15) ->  (159) t=9345.3
	t=9345.3	(159) ->  (20) t=9851.9
	t=9851.9	(20) ->  (211) t=10184.5
	t=10184.5	(211) ->  (56) t=10537.1
	t=10537.1	(56) ->  PUB
Bus 24
	t=7998.0	PUB ->  (77) t=9024.4
	t=9024.4	(77) ->  (90) t=9778.5
	t=9778.5	(90) ->  (350) t=10149.0
	t=10149.0	(350) ->  (268) t=10494.7
	t=10494.7	(268) ->  (360) t=10580.7
	t=10580.7	(360) ->  PUB
Bus 25
	t=7998.0	PUB ->  (217) t=8614.4
	t=8614.4	(217) ->  (74) t=8673.5
	t=8673.5	(74) ->  (82) t=8917.4
	t=8917.4	(82) ->  (210) t=9505.7
	t=9505.7	(210) ->  (243) t=10115.1
	t=10115.1	(243) ->  PUB
Bus 26
	t=7998.0	PUB ->  (331) t=8515.4
	t=8515.4	(331) ->  (448) t=9082.5
	t=9082.5	(448) ->  (351) t=9786.4
	t=9786.4	(351) ->  (363) t=10134.6
	t=10134.6	(363) ->  (266) t=10706.7
	t=10706.7	(266) ->  PUB
Bus 27
	t=5159.4	PUB ->  (46) t=5481.1
	t=5481.1	(46) ->  (120) t=5964.2
	t=5964.2	(120) ->  (311) t=6559.8
	t=6559.8	(311) ->  (427) t=6997.0
	t=6997.0	(427) ->  (372) t=7381.2
	t=7381.2	(372) ->  PUB
Bus 28
	t=7998.0	PUB ->  (254) t=8710.0
	t=8710.0	(254) ->  (393) t=9028.2
	t=9028.2	(393) ->  (140) t=9264.3
	t=9264.3	(140) ->  (155) t=9555.6
	t=9555.6	(155) ->  (199) t=9801.7
	t=9801.7	(199) ->  PUB
Bus 29
	t=5837.4	PUB ->  (371) t=6577.4
	t=6577.4	(371) ->  (370) t=6588.7
	t=6588.7	(370) ->  (80) t=6868.6
	t=6868.6	(80) ->  (133) t=7317.2
	t=7317.2	(133) ->  (315) t=7735.0
	t=7735.0	(315) ->  PUB
Bus 30
	t=7998.0	PUB ->  (73) t=8522.7
	t=8522.7	(73) ->  (242) t=9064.2
	t=9064.2	(242) ->  (280) t=9406.0
	t=9406.0	(280) ->  (245) t=9902.9
	t=9902.9	(245) ->  (320) t=10704.6
	t=10704.6	(320) ->  PUB
Bus 31
	t=7998.0	PUB ->  (9) t=8765.8
	t=8765.8	(9) ->  (265) t=9066.0
	t=9066.0	(265) ->  (356) t=9392.4
	t=9392.4	(356) ->  (69) t=9629.4
	t=9629.4	(69) ->  (492) t=10019.0
	t=10019.0	(492) ->  PUB
Bus 32
	t=7998.0	PUB ->  (456) t=9023.3
	t=9023.3	(456) ->  (289) t=9581.2
	t=9581.2	(289) ->  (8) t=9786.5
	t=9786.5	(8) ->  (327) t=10197.9
	t=10197.9	(327) ->  (241) t=10733.9
	t=10733.9	(241) ->  PUB
Bus 33
	t=7998.0	PUB ->  (386) t=8659.7
	t=8659.7	(386) ->  (391) t=9099.2
	t=9099.2	(391) ->  (50) t=9439.4
	t=9439.4	(50) ->  (66) t=9892.7
	t=9892.7	(66) ->  (295) t=10244.2
	t=10244.2	(295) ->  PUB
Bus 34
	t=5104.9	PUB ->  (112) t=5793.3
	t=5793.3	(112) ->  (76) t=6074.7
	t=6074.7	(76) ->  (88) t=6436.5
	t=6436.5	(88) ->  (27) t=7109.0
	t=7109.0	(27) ->  (314) t=7920.5
	t=7920.5	(314) ->  PUB
Bus 35
	t=5389.3	PUB ->  (333) t=5483.9
	t=5483.9	(333) ->  (5) t=5893.9
	t=5893.9	(5) ->  (335) t=6116.5
	t=6116.5	(335) ->  (188) t=6956.9
	t=6956.9	(188) ->  (375) t=7636.0
	t=7636.0	(375) ->  PUB
Bus 36
	t=7998.0	PUB ->  (498) t=8512.8
	t=8512.8	(498) ->  (400) t=8839.3
	t=8839.3	(400) ->  (30) t=9218.3
	t=9218.3	(30) ->  (173) t=9431.6
	t=9431.6	(173) ->  (149) t=9494.8
	t=9494.8	(149) ->  PUB
Bus 37
	t=7998.0	PUB ->  (51) t=8780.0
	t=8780.0	(51) ->  (500) t=8964.7
	t=8964.7	(500) ->  (248) t=9477.7
	t=9477.7	(248) ->  (118) t=10030.5
	t=10030.5	(118) ->  (137) t=10212.5
	t=10212.5	(137) ->  PUB
Bus 38
	t=7998.0	PUB ->  (382) t=8772.6
	t=8772.6	(382) ->  (479) t=8901.3
	t=8901.3	(479) ->  (390) t=9333.6
	t=9333.6	(390) ->  (336) t=9709.3
	t=9709.3	(336) ->  (87) t=9925.8
	t=9925.8	(87) ->  PUB
Bus 39
	t=7998.0	PUB ->  (111) t=8495.4
	t=8495.4	(111) ->  (480) t=8904.7
	t=8904.7	(480) ->  (361) t=9435.4
	t=9435.4	(361) ->  (486) t=9940.6
	t=9940.6	(486) ->  (433) t=10097.6
	t=10097.6	(433) ->  PUB
Bus 40
	t=7998.0	PUB ->  (181) t=8805.4
	t=8805.4	(181) ->  (326) t=9428.5
	t=9428.5	(326) ->  (94) t=10161.1
	t=10161.1	(94) ->  (213) t=10715.8
	t=10715.8	(213) ->  (227) t=10891.2
	t=10891.2	(227) ->  PUB
Bus 41
	t=7998.0	PUB ->  (238) t=8788.3
	t=8788.3	(238) ->  (177) t=9331.5
	t=9331.5	(177) ->  (194) t=9570.9
	t=9570.9	(194) ->  (412) t=9763.0
	t=9763.0	(412) ->  (420) t=9938.8
	t=9938.8	(420) ->  PUB
Bus 42
	t=7998.0	PUB ->  (187) t=8745.5
	t=8745.5	(187) ->  (141) t=9110.0
	t=9110.0	(141) ->  (251) t=9217.9
	t=9217.9	(251) ->  (353) t=9586.9
	t=9586.9	(353) ->  (307) t=10240.3
	t=10240.3	(307) ->  PUB
Bus 43
	t=5403.9	PUB ->  (377) t=5941.2
	t=5941.2	(377) ->  (91) t=6472.6
	t=6472.6	(91) ->  (21) t=7129.2
	t=7129.2	(21) ->  (49) t=7874.0
	t=7874.0	(49) ->  (146) t=8483.3
	t=8483.3	(146) ->  PUB
Bus 44
	t=7998.0	PUB ->  (263) t=8582.4
	t=8582.4	(263) ->  (117) t=9084.3
	t=9084.3	(117) ->  (165) t=9637.6
	t=9637.6	(165) ->  (300) t=9831.6
	t=9831.6	(300) ->  (153) t=10296.9
	t=10296.9	(153) ->  PUB
Bus 45
	t=7998.0	PUB ->  (369) t=9048.0
	t=9048.0	(369) ->  (466) t=9654.4
	t=9654.4	(466) ->  (53) t=9989.5
	t=9989.5	(53) ->  (424) t=10271.6
	t=10271.6	(424) ->  (48) t=10747.1
	t=10747.1	(48) ->  PUB
Bus 46
	t=7998.0	PUB ->  (305) t=8264.0
	t=8264.0	(305) ->  (445) t=8389.5
	t=8389.5	(445) ->  (367) t=9002.5
	t=9002.5	(367) ->  (325) t=9749.6
	t=9749.6	(325) ->  (309) t=10021.6
	t=10021.6	(309) ->  PUB
Bus 47
	t=7998.0	PUB ->  (223) t=8649.7
	t=8649.7	(223) ->  (249) t=8907.4
	t=8907.4	(249) ->  (285) t=9040.6
	t=9040.6	(285) ->  (184) t=9291.0
	t=9291.0	(184) ->  (215) t=9689.1
	t=9689.1	(215) ->  PUB
Bus 48
	t=7998.0	PUB ->  (358) t=8762.6
	t=8762.6	(358) ->  (459) t=9273.5
	t=9273.5	(459) ->  (457) t=9531.6
	t=9531.6	(457) ->  (17) t=9859.9
	t=9859.9	(17) ->  (176) t=10196.8
	t=10196.8	(176) ->  PUB
Bus 49
	t=7998.0	PUB ->  (168) t=8738.7
	t=8738.7	(168) ->  (449) t=9214.6
	t=9214.6	(449) ->  (277) t=9369.5
	t=9369.5	(277) ->  (348) t=9875.5
	t=9875.5	(348) ->  (162) t=10359.8
	t=10359.8	(162) ->  PUB
Bus 50
	t=7998.0	PUB ->  (324) t=8694.6
	t=8694.6	(324) ->  (192) t=8903.5
	t=8903.5	(192) ->  (220) t=9077.7
	t=9077.7	(220) ->  (468) t=9274.9
	t=9274.9	(468) ->  (419) t=9439.9
	t=9439.9	(419) ->  PUB
Bus 51
	t=7998.0	PUB ->  (253) t=8617.7
	t=8617.7	(253) ->  (171) t=8737.3
	t=8737.3	(171) ->  (461) t=9350.4
	t=9350.4	(461) ->  (10) t=9455.7
	t=9455.7	(10) ->  (396) t=9856.7
	t=9856.7	(396) ->  PUB
Bus 52
	t=7998.0	PUB ->  (81) t=8740.2
	t=8740.2	(81) ->  (45) t=9022.8
	t=9022.8	(45) ->  (332) t=9290.0
	t=9290.0	(332) ->  (447) t=9856.2
	t=9856.2	(447) ->  (29) t=10455.7
	t=10455.7	(29) ->  PUB
Bus 53
	t=5582.7	PUB ->  (160) t=6023.7
	t=6023.7	(160) ->  (142) t=6345.7
	t=6345.7	(142) ->  (460) t=6935.1
	t=6935.1	(460) ->  (200) t=7754.0
	t=7754.0	(200) ->  (246) t=8004.0
	t=8004.0	(246) ->  PUB
Bus 54
	t=6248.8	PUB ->  (209) t=6843.9
	t=6843.9	(209) ->  (6) t=6878.5
	t=6878.5	(6) ->  (236) t=7201.7
	t=7201.7	(236) ->  (409) t=7756.0
	t=7756.0	(409) ->  (226) t=7947.0
	t=7947.0	(226) ->  PUB
Bus 55
	t=7998.0	PUB ->  (101) t=8340.7
	t=8340.7	(101) ->  (98) t=8982.3
	t=8982.3	(98) ->  (180) t=9419.3
	t=9419.3	(180) ->  (24) t=9852.4
	t=9852.4	(24) ->  (387) t=10507.7
	t=10507.7	(387) ->  PUB
Bus 56
	t=4877.5	PUB ->  (290) t=5571.1
	t=5571.1	(290) ->  (450) t=6035.0
	t=6035.0	(450) ->  (237) t=6605.9
	t=6605.9	(237) ->  (341) t=7310.1
	t=7310.1	(341) ->  (102) t=7967.0
	t=7967.0	(102) ->  PUB
Bus 57
	t=7998.0	PUB ->  (202) t=8644.7
	t=8644.7	(202) ->  (437) t=8955.8
	t=8955.8	(437) ->  (170) t=9330.3
	t=9330.3	(170) ->  (1) t=9688.2
	t=9688.2	(1) ->  (93) t=9867.0
	t=9867.0	(93) ->  PUB
Bus 58
	t=7998.0	PUB ->  (186) t=8171.5
	t=8171.5	(186) ->  (26) t=8332.6
	t=8332.6	(26) ->  (374) t=8966.9
	t=8966.9	(374) ->  (397) t=9519.3
	t=9519.3	(397) ->  (127) t=10032.4
	t=10032.4	(127) ->  PUB
Bus 59
	t=7998.0	PUB ->  (485) t=8899.7
	t=8899.7	(485) ->  (41) t=9475.5
	t=9475.5	(41) ->  (228) t=10099.5
	t=10099.5	(228) ->  (428) t=10861.1
	t=10861.1	(428) ->  (123) t=11213.4
	t=11213.4	(123) ->  PUB
Bus 60
	t=7998.0	PUB ->  (34) t=8561.9
	t=8561.9	(34) ->  (271) t=8905.2
	t=8905.2	(271) ->  (455) t=9111.6
	t=9111.6	(455) ->  (229) t=9610.6
	t=9610.6	(229) ->  (4) t=10228.7
	t=10228.7	(4) ->  PUB
Bus 61
	t=4593.2	PUB ->  (438) t=5035.0
	t=5035.0	(438) ->  (136) t=5326.5
	t=5326.5	(136) ->  (274) t=5823.2
	t=5823.2	(274) ->  (381) t=6648.8
	t=6648.8	(381) ->  (473) t=7530.0
	t=7530.0	(473) ->  PUB
Bus 62
	t=7998.0	PUB ->  (435) t=8688.7
	t=8688.7	(435) ->  (378) t=8908.7
	t=8908.7	(378) ->  (204) t=9291.8
	t=9291.8	(204) ->  (72) t=9662.8
	t=9662.8	(72) ->  (294) t=10226.9
	t=10226.9	(294) ->  PUB
Bus 63
	t=5128.4	PUB ->  (205) t=5672.4
	t=5672.4	(205) ->  (182) t=5924.6
	t=5924.6	(182) ->  (261) t=6396.1
	t=6396.1	(261) ->  (465) t=7174.5
	t=7174.5	(465) ->  (464) t=7916.0
	t=7916.0	(464) ->  PUB
Bus 64
	t=7998.0	PUB ->  (203) t=8844.8
	t=8844.8	(203) ->  (119) t=9225.0
	t=9225.0	(119) ->  (147) t=9875.6
	t=9875.6	(147) ->  (364) t=10376.8
	t=10376.8	(364) ->  (59) t=10911.5
	t=10911.5	(59) ->  PUB
Bus 65
	t=5696.9	PUB ->  (443) t=6071.8
	t=6071.8	(443) ->  (134) t=6517.2
	t=6517.2	(134) ->  (346) t=6989.1
	t=6989.1	(346) ->  (40) t=7480.0
	t=7480.0	(40) ->  (163) t=7859.3
	t=7859.3	(163) ->  PUB
Bus 66
	t=6280.4	PUB ->  (334) t=6355.4
	t=6355.4	(334) ->  (373) t=6817.1
	t=6817.1	(373) ->  (222) t=7179.0
	t=7179.0	(222) ->  (494) t=7904.0
	t=7904.0	(494) ->  (475) t=8052.7
	t=8052.7	(475) ->  PUB
Bus 67
	t=7998.0	PUB ->  (175) t=8774.2
	t=8774.2	(175) ->  (158) t=9288.1
	t=9288.1	(158) ->  (493) t=9954.1
	t=9954.1	(493) ->  (259) t=10730.5
	t=10730.5	(259) ->  (422) t=11469.3
	t=11469.3	(422) ->  PUB
Bus 68
	t=5514.3	PUB ->  (362) t=6113.6
	t=6113.6	(362) ->  (313) t=6448.9
	t=6448.9	(313) ->  (306) t=6803.3
	t=6803.3	(306) ->  (37) t=7164.4
	t=7164.4	(37) ->  (132) t=7832.0
	t=7832.0	(132) ->  PUB
Bus 69
	t=7998.0	PUB ->  (157) t=8258.5
	t=8258.5	(157) ->  (276) t=8690.9
	t=8690.9	(276) ->  (415) t=8940.0
	t=8940.0	(415) ->  (38) t=9429.7
	t=9429.7	(38) ->  (231) t=9853.3
	t=9853.3	(231) ->  PUB
Bus 70
	t=7998.0	PUB ->  (343) t=8880.9
	t=8880.9	(343) ->  (35) t=9097.8
	t=9097.8	(35) ->  (28) t=9768.8
	t=9768.8	(28) ->  (113) t=10626.6
	t=10626.6	(113) ->  (244) t=11334.3
	t=11334.3	(244) ->  PUB
Bus 71
	t=7998.0	PUB ->  (414) t=8540.0
	t=8540.0	(414) ->  (62) t=8851.5
	t=8851.5	(62) ->  (308) t=9458.0
	t=9458.0	(308) ->  (284) t=9750.9
	t=9750.9	(284) ->  (185) t=10026.2
	t=10026.2	(185) ->  PUB
Bus 72
	t=6330.7	PUB ->  (489) t=6593.2
	t=6593.2	(489) ->  (57) t=7044.7
	t=7044.7	(57) ->  (25) t=7256.2
	t=7256.2	(25) ->  (108) t=7654.0
	t=7654.0	(108) ->  (471) t=7994.0
	t=7994.0	(471) ->  PUB
Bus 73
	t=4507.5	PUB ->  (476) t=4688.4
	t=4688.4	(476) ->  (296) t=5251.1
	t=5251.1	(296) ->  (495) t=5747.3
	t=5747.3	(495) ->  (36) t=6304.7
	t=6304.7	(36) ->  (61) t=6393.0
	t=6393.0	(61) ->  PUB
Bus 74
	t=3799.8	PUB ->  (85) t=4415.2
	t=4415.2	(85) ->  (63) t=4861.2
	t=4861.2	(63) ->  (195) t=5350.9
	t=5350.9	(195) ->  (398) t=6030.7
	t=6030.7	(398) ->  (3) t=6604.0
	t=6604.0	(3) ->  PUB
Bus 75
	t=7998.0	PUB ->  (467) t=8443.5
	t=8443.5	(467) ->  (462) t=9003.1
	t=9003.1	(462) ->  (499) t=9568.5
	t=9568.5	(499) ->  (426) t=10548.9
	t=10548.9	(426) ->  (32) t=11214.6
	t=11214.6	(32) ->  PUB
Bus 76
	t=4609.2	PUB ->  (164) t=5260.3
	t=5260.3	(164) ->  (191) t=5903.2
	t=5903.2	(191) ->  (144) t=5993.1
	t=5993.1	(144) ->  (474) t=6724.6
	t=6724.6	(474) ->  (240) t=7591.0
	t=7591.0	(240) ->  PUB
Bus 77
	t=7998.0	PUB ->  (110) t=8857.3
	t=8857.3	(110) ->  (273) t=9496.3
	t=9496.3	(273) ->  (43) t=9931.5
	t=9931.5	(43) ->  (488) t=10141.3
	t=10141.3	(488) ->  (152) t=10555.0
	t=10555.0	(152) ->  PUB
Bus 78
	t=7998.0	PUB ->  (189) t=8798.4
	t=8798.4	(189) ->  (86) t=8970.6
	t=8970.6	(86) ->  (298) t=9428.1
	t=9428.1	(298) ->  (218) t=9689.2
	t=9689.2	(218) ->  (201) t=10059.5
	t=10059.5	(201) ->  PUB
Bus 79
	t=7998.0	PUB ->  (368) t=8608.6
	t=8608.6	(368) ->  (64) t=9148.4
	t=9148.4	(64) ->  (60) t=9532.7
	t=9532.7	(60) ->  (96) t=9951.9
	t=9951.9	(96) ->  (278) t=10442.5
	t=10442.5	(278) ->  PUB
Bus 80
	t=7998.0	PUB ->  (256) t=8843.7
	t=8843.7	(256) ->  (126) t=9488.2
	t=9488.2	(126) ->  (262) t=9933.5
	t=9933.5	(262) ->  (104) t=10480.6
	t=10480.6	(104) ->  (469) t=10980.5
	t=10980.5	(469) ->  PUB
Bus 81
	t=7998.0	PUB ->  (365) t=8986.6
	t=8986.6	(365) ->  (234) t=9794.8
	t=9794.8	(234) ->  (264) t=10099.1
	t=10099.1	(264) ->  (339) t=10202.2
	t=10202.2	(339) ->  (83) t=10791.2
	t=10791.2	(83) ->  PUB
Bus 82
	t=7998.0	PUB ->  (442) t=8866.4
	t=8866.4	(442) ->  (408) t=8900.4
	t=8900.4	(408) ->  (114) t=9442.0
	t=9442.0	(114) ->  (232) t=10037.6
	t=10037.6	(232) ->  (193) t=10087.6
	t=10087.6	(193) ->  PUB
Bus 83
	t=7998.0	PUB ->  (452) t=8830.7
	t=8830.7	(452) ->  (124) t=9199.0
	t=9199.0	(124) ->  (22) t=9471.8
	t=9471.8	(22) ->  (58) t=10098.0
	t=10098.0	(58) ->  (54) t=10465.8
	t=10465.8	(54) ->  PUB
Bus 84
	t=7998.0	PUB ->  (366) t=8993.0
	t=8993.0	(366) ->  (178) t=9484.7
	t=9484.7	(178) ->  (92) t=9630.7
	t=9630.7	(92) ->  (282) t=9979.5
	t=9979.5	(282) ->  (303) t=10693.2
	t=10693.2	(303) ->  PUB
Bus 85
	t=5892.4	PUB ->  (260) t=6038.2
	t=6038.2	(260) ->  (322) t=6559.6
	t=6559.6	(322) ->  (319) t=6737.2
	t=6737.2	(319) ->  (224) t=7137.0
	t=7137.0	(224) ->  (407) t=7675.0
	t=7675.0	(407) ->  PUB
Bus 86
	t=5034.3	PUB ->  (483) t=5525.4
	t=5525.4	(483) ->  (33) t=5816.7
	t=5816.7	(33) ->  (425) t=6386.4
	t=6386.4	(425) ->  (434) t=6997.8
	t=6997.8	(434) ->  (65) t=7339.0
	t=7339.0	(65) ->  PUB
Bus 87
	t=4653.8	PUB ->  (145) t=5569.7
	t=5569.7	(145) ->  (197) t=5727.7
	t=5727.7	(197) ->  (169) t=5995.2
	t=5995.2	(169) ->  (219) t=6752.7
	t=6752.7	(219) ->  (214) t=7361.0
	t=7361.0	(214) ->  PUB
Bus 88
	t=7998.0	PUB ->  (208) t=8368.3
	t=8368.3	(208) ->  (198) t=9131.4
	t=9131.4	(198) ->  (304) t=9712.4
	t=9712.4	(304) ->  (70) t=9831.0
	t=9831.0	(70) ->  (154) t=10452.9
	t=10452.9	(154) ->  PUB
Bus 89
	t=7998.0	PUB ->  (490) t=8924.3
	t=8924.3	(490) ->  (411) t=9187.0
	t=9187.0	(411) ->  (470) t=9387.9
	t=9387.9	(470) ->  (206) t=9818.4
	t=9818.4	(206) ->  (107) t=10046.1
	t=10046.1	(107) ->  PUB
Bus 90
	t=7998.0	PUB ->  (129) t=8838.7
	t=8838.7	(129) ->  (302) t=9097.8
	t=9097.8	(302) ->  (310) t=9702.5
	t=9702.5	(310) ->  (161) t=9905.1
	t=9905.1	(161) ->  (139) t=10141.7
	t=10141.7	(139) ->  PUB
Bus 91
	t=7998.0	PUB ->  (257) t=8846.2
	t=8846.2	(257) ->  (44) t=9388.0
	t=9388.0	(44) ->  (432) t=9778.1
	t=9778.1	(432) ->  (52) t=10300.2
	t=10300.2	(52) ->  (444) t=10688.7
	t=10688.7	(444) ->  PUB
Bus 92
	t=7998.0	PUB ->  (454) t=8886.5
	t=8886.5	(454) ->  (431) t=9000.0
	t=9000.0	(431) ->  (252) t=9396.7
	t=9396.7	(252) ->  (385) t=9689.2
	t=9689.2	(385) ->  (477) t=9715.3
	t=9715.3	(477) ->  PUB
Bus 93
	t=7998.0	PUB ->  (100) t=8746.5
	t=8746.5	(100) ->  (156) t=8859.9
	t=8859.9	(156) ->  (179) t=9142.9
	t=9142.9	(179) ->  (67) t=9248.5
	t=9248.5	(67) ->  (212) t=9649.4
	t=9649.4	(212) ->  PUB
Bus 94
	t=7998.0	PUB ->  (337) t=8375.0
	t=8375.0	(337) ->  (105) t=8654.1
	t=8654.1	(105) ->  (340) t=8948.0
	t=8948.0	(340) ->  (283) t=9556.1
	t=9556.1	(283) ->  (19) t=10002.3
	t=10002.3	(19) ->  PUB
Bus 95
	t=4859.4	PUB ->  (349) t=5451.6
	t=5451.6	(349) ->  (196) t=5670.4
	t=5670.4	(196) ->  (84) t=6365.7
	t=6365.7	(84) ->  (258) t=7249.9
	t=7249.9	(258) ->  (247) t=7850.0
	t=7850.0	(247) ->  PUB
Bus 96
	t=7998.0	PUB ->  (402) t=8711.6
	t=8711.6	(402) ->  (330) t=9112.9
	t=9112.9	(330) ->  (441) t=9502.9
	t=9502.9	(441) ->  (14) t=10379.3
	t=10379.3	(14) ->  (497) t=10839.8
	t=10839.8	(497) ->  PUB
Bus 97
	t=7998.0	PUB ->  (316) t=8363.7
	t=8363.7	(316) ->  (357) t=9023.0
	t=9023.0	(357) ->  (39) t=9463.2
	t=9463.2	(39) ->  (125) t=9672.6
	t=9672.6	(125) ->  (318) t=9964.8
	t=9964.8	(318) ->  PUB
Bus 98
	t=7998.0	PUB ->  (68) t=9033.9
	t=9033.9	(68) ->  (99) t=9380.1
	t=9380.1	(99) ->  (345) t=9915.4
	t=9915.4	(345) ->  (235) t=10098.0
	t=10098.0	(235) ->  (272) t=10404.3
	t=10404.3	(272) ->  PUB
Bus 99
	t=5690.9	PUB ->  (225) t=6137.4
	t=6137.4	(225) ->  (23) t=6481.6
	t=6481.6	(23) ->  (122) t=6860.0
	t=6860.0	(122) ->  (401) t=7267.3
	t=7267.3	(401) ->  (404) t=7938.2
	t=7938.2	(404) ->  PUB
==========================================
========= SOLUTION COST ==========
2599610.6590398173
==========================================
